"","DEPARTMENT","WORK.GROUP","CREATION.YEAR","CREATION.MONTH","Number.Of.Cases","Number.Of.Open.Cases","Number.Of.Cases.Exceeding.Timeframe","Percent.Of.Cases.Exceeding.Timeframe","UniqueID","Mean.Days.To.Close.Of.Closed.Cases","Median.Days.To.Close.Closed.Cases","Standard.Deviation","Above.One.Standard.Deviation","Above.Two.Standard.Deviations","Above.Three.Standard.Deviations","Below.One.Standard.Deviation","Below.Two.Standard.Deviations","Below.Three.Standard.Deviations","Month.Year","Date.End.Month"
"68","City Managers Office","City Managers Office-311 Call Center-",2007,7,3,0,0,0,"City Managers Office City Managers Office-311 Call Center- 2007 7",14.3333333333333,3,22.2785397486759,36.6118730820093,58.8904128306852,81.1689525793611,-7.94520641534259,-30.2237461640185,-52.5022859126945,"2007.7","2007/07/31"
"69","City Managers Office","City Managers Office-311 Call Center-",2007,8,8,0,0,0,"City Managers Office City Managers Office-311 Call Center- 2007 8",95,1.5,259.050463919953,354.050463919953,613.100927839906,872.151391759859,-164.050463919953,-423.100927839906,-682.151391759859,"2007.8","2007/08/31"
"70","City Managers Office","City Managers Office-311 Call Center-",2007,9,4,0,3,75,"City Managers Office City Managers Office-311 Call Center- 2007 9",3,3.5,1.4142135623731,4.41421356237309,5.82842712474619,7.24264068711929,1.5857864376269,0.17157287525381,-1.24264068711929,"2007.9","2007/09/30"
"71","City Managers Office","City Managers Office-311 Call Center-",2007,10,7,0,0,0,"City Managers Office City Managers Office-311 Call Center- 2007 10",98.1428571428571,0,256.580350359251,354.723207502108,611.30355786136,867.883908220611,-158.437493216394,-415.017843575646,-671.598193934897,"2007.10","2007/10/31"
"72","City Managers Office","City Managers Office-311 Call Center-",2007,11,7,0,1,14.2857142857143,"City Managers Office City Managers Office-311 Call Center- 2007 11",115,1,236.32040397167,351.32040397167,587.64080794334,823.96121191501,-121.32040397167,-357.64080794334,-593.96121191501,"2007.11","2007/11/30"
"73","City Managers Office","City Managers Office-311 Call Center-",2007,12,8,0,2,25,"City Managers Office City Managers Office-311 Call Center- 2007 12",222.75,2.5,306.493882483811,529.243882483811,835.737764967622,1142.23164745143,-83.7438824838108,-390.237764967622,-696.731647451432,"2007.12","2007/12/31"
"74","City Managers Office","City Managers Office-311 Call Center-",2008,1,7,0,1,14.2857142857143,"City Managers Office City Managers Office-311 Call Center- 2008 1",0.714285714285714,0,1.11269728052837,1.82698299481409,2.93968027534246,4.05237755587084,-0.398411566242659,-1.51110884677103,-2.62380612729941,"2008.1","2008/01/31"
"75","City Managers Office","City Managers Office-311 Call Center-",2008,2,13,0,1,7.69230769230769,"City Managers Office City Managers Office-311 Call Center- 2008 2",46.5384615384615,1,154.338705117789,200.877166656251,355.21587177404,509.554576891829,-107.800243579328,-262.138948697117,-416.477653814906,"2008.2","2008/02/29"
"76","City Managers Office","City Managers Office-311 Call Center-",2008,3,11,0,1,9.09090909090909,"City Managers Office City Managers Office-311 Call Center- 2008 3",5.45454545454545,0,16.771187413917,22.2257328684624,38.9969202823794,55.7681076962964,-11.3166419593715,-28.0878293732885,-44.8590167872055,"2008.3","2008/03/31"
"77","City Managers Office","City Managers Office-311 Call Center-",2008,4,19,0,7,36.8421052631579,"City Managers Office City Managers Office-311 Call Center- 2008 4",36.4210526315789,2,117.564788657845,153.985841289424,271.550629947269,389.115418605114,-81.143736026266,-198.708524684111,-316.273313341956,"2008.4","2008/04/30"
"78","City Managers Office","City Managers Office-311 Call Center-",2008,5,29,0,4,13.7931034482759,"City Managers Office City Managers Office-311 Call Center- 2008 5",21.1034482758621,3,87.0850753276793,108.188523603541,195.273598931221,282.3586742589,-65.9816270518173,-153.066702379497,-240.151777707176,"2008.5","2008/05/31"
"79","City Managers Office","City Managers Office-311 Call Center-",2008,6,16,0,4,25,"City Managers Office City Managers Office-311 Call Center- 2008 6",57.875,1,149.473241752496,207.348241752496,356.821483504991,506.294725257487,-91.5982417524956,-241.071483504991,-390.544725257487,"2008.6","2008/06/30"
"80","City Managers Office","City Managers Office-311 Call Center-",2008,7,12,0,3,25,"City Managers Office City Managers Office-311 Call Center- 2008 7",5.66666666666667,0.5,16.2219454798589,21.8886121465256,38.1105576263845,54.3325031062434,-10.5552788131923,-26.7772242930512,-42.9991697729101,"2008.7","2008/07/31"
"81","City Managers Office","City Managers Office-311 Call Center-",2008,8,10,0,3,30,"City Managers Office City Managers Office-311 Call Center- 2008 8",78.5,0,159.892498608006,238.392498608006,398.284997216011,558.177495824017,-81.3924986080057,-241.284997216011,-401.177495824017,"2008.8","2008/08/31"
"82","City Managers Office","City Managers Office-311 Call Center-",2008,9,10,0,4,40,"City Managers Office City Managers Office-311 Call Center- 2008 9",70.7,1,146.945227891211,217.645227891211,364.590455782422,511.535683673634,-76.2452278912112,-223.190455782422,-370.135683673634,"2008.9","2008/09/30"
"83","City Managers Office","City Managers Office-311 Call Center-",2008,10,8,0,6,75,"City Managers Office City Managers Office-311 Call Center- 2008 10",43.25,18.5,77.5052993579886,120.755299357989,198.260598715977,275.765898073966,-34.2552993579886,-111.760598715977,-189.265898073966,"2008.10","2008/10/31"
"84","City Managers Office","City Managers Office-311 Call Center-",2008,11,11,0,7,63.6363636363636,"City Managers Office City Managers Office-311 Call Center- 2008 11",69.6363636363636,3,148.217591889271,217.853955525635,366.071547414906,514.289139304177,-78.5812282529075,-226.798820142179,-375.01641203145,"2008.11","2008/11/30"
"85","City Managers Office","City Managers Office-311 Call Center-",2008,12,7,0,2,28.5714285714286,"City Managers Office City Managers Office-311 Call Center- 2008 12",72,4,145.393718342071,217.393718342071,362.787436684141,508.181155026212,-73.3937183420705,-218.787436684141,-364.181155026212,"2008.12","2008/12/31"
"86","City Managers Office","City Managers Office-311 Call Center-",2009,1,8,0,1,12.5,"City Managers Office City Managers Office-311 Call Center- 2009 1",56.125,5.5,104.854235557204,160.979235557204,265.833471114409,370.687706671613,-48.7292355572044,-153.583471114409,-258.437706671613,"2009.1","2009/01/31"
"87","City Managers Office","City Managers Office-311 Call Center-",2009,2,9,0,2,22.2222222222222,"City Managers Office City Managers Office-311 Call Center- 2009 2",5.88888888888889,3,8.6087810467633,14.4976699356522,23.1064509824155,31.7152320291788,-2.71989215787442,-11.3286732046377,-19.937454251401,"2009.2","2009/02/28"
"88","City Managers Office","City Managers Office-311 Call Center-",2009,3,11,0,2,18.1818181818182,"City Managers Office City Managers Office-311 Call Center- 2009 3",138.818181818182,179,116.209137490834,255.027319309016,371.23645679985,487.445594290685,22.6090443273475,-93.6000931634868,-209.809230654321,"2009.3","2009/03/31"
"89","City Managers Office","City Managers Office-311 Call Center-",2009,4,16,0,6,37.5,"City Managers Office City Managers Office-311 Call Center- 2009 4",63,5,79.9824980855187,142.982498085519,222.964996171037,302.947494256556,-16.9824980855187,-96.9649961710374,-176.947494256556,"2009.4","2009/04/30"
"90","City Managers Office","City Managers Office-311 Call Center-",2009,5,16,0,2,12.5,"City Managers Office City Managers Office-311 Call Center- 2009 5",27.4375,1,53.8986317080499,81.3361317080499,135.2347634161,189.13339512415,-26.4611317080499,-80.3597634160998,-134.25839512415,"2009.5","2009/05/31"
"91","City Managers Office","City Managers Office-311 Call Center-",2009,6,19,0,6,31.5789473684211,"City Managers Office City Managers Office-311 Call Center- 2009 6",23.8947368421053,2,43.3575505879017,67.252287430007,110.609838017909,153.96738860581,-19.4628137457965,-62.8203643336982,-106.1779149216,"2009.6","2009/06/30"
"92","City Managers Office","City Managers Office-311 Call Center-",2009,7,11,0,5,45.4545454545455,"City Managers Office City Managers Office-311 Call Center- 2009 7",23.5454545454545,6,42.8424173836249,66.3878719290795,109.230289312704,152.072706696329,-19.2969628381704,-62.1393802217953,-104.98179760542,"2009.7","2009/07/31"
"93","City Managers Office","City Managers Office-311 Call Center-",2009,8,16,0,6,37.5,"City Managers Office City Managers Office-311 Call Center- 2009 8",8.1875,6,8.51836251870041,16.7058625187004,25.2242250374008,33.7425875561012,-0.33086251870041,-8.84922503740082,-17.3675875561012,"2009.8","2009/08/31"
"94","City Managers Office","City Managers Office-311 Call Center-",2009,9,10,0,4,40,"City Managers Office City Managers Office-311 Call Center- 2009 9",26.8,6,66.4275712503643,93.2275712503643,159.655142500729,226.082713751093,-39.6275712503643,-106.055142500729,-172.482713751093,"2009.9","2009/09/30"
"95","City Managers Office","City Managers Office-311 Call Center-",2009,10,16,0,2,12.5,"City Managers Office City Managers Office-311 Call Center- 2009 10",8.375,2,16.8913192695735,25.2663192695735,42.1576385391471,59.0489578087206,-8.51631926957355,-25.4076385391471,-42.2989578087206,"2009.10","2009/10/31"
"96","City Managers Office","City Managers Office-311 Call Center-",2009,11,9,0,1,11.1111111111111,"City Managers Office City Managers Office-311 Call Center- 2009 11",3.66666666666667,1,4.27200187265877,7.93866853932543,12.2106704119842,16.482672284643,-0.6053352059921,-4.87733707865087,-9.14933895130963,"2009.11","2009/11/30"
"97","City Managers Office","City Managers Office-311 Call Center-",2009,12,10,0,2,20,"City Managers Office City Managers Office-311 Call Center- 2009 12",31.7,3.5,67.8872431151669,99.5872431151669,167.474486230334,235.361729345501,-36.1872431151669,-104.074486230334,-171.961729345501,"2009.12","2009/12/31"
"98","City Managers Office","City Managers Office-311 Call Center-",2010,1,14,0,2,14.2857142857143,"City Managers Office City Managers Office-311 Call Center- 2010 1",1.21428571428571,1,1.76192951175568,2.97621522604139,4.73814473779707,6.50007424955275,-0.547643797469964,-2.30957330922564,-4.07150282098132,"2010.1","2010/01/31"
"99","City Managers Office","City Managers Office-311 Call Center-",2010,2,8,0,4,50,"City Managers Office City Managers Office-311 Call Center- 2010 2",3,2.5,2.72554057547699,5.72554057547699,8.45108115095397,11.176621726431,0.274459424523013,-2.45108115095397,-5.17662172643096,"2010.2","2010/02/28"
"100","City Managers Office","City Managers Office-311 Call Center-",2010,3,27,0,4,14.8148148148148,"City Managers Office City Managers Office-311 Call Center- 2010 3",18.6296296296296,3,77.5108668054646,96.1404964350942,173.651363240559,251.162230046023,-58.881237175835,-136.3921039813,-213.902970786764,"2010.3","2010/03/31"
"101","City Managers Office","City Managers Office-311 Call Center-",2010,4,8,0,2,25,"City Managers Office City Managers Office-311 Call Center- 2010 4",3.125,3.5,2.5319388392523,5.6569388392523,8.1888776785046,10.7208165177569,0.5930611607477,-1.9388776785046,-4.4708165177569,"2010.4","2010/04/30"
"102","City Managers Office","City Managers Office-311 Call Center-",2010,5,20,0,1,5,"City Managers Office City Managers Office-311 Call Center- 2010 5",12.5,0,42.8565538806647,55.3565538806647,98.2131077613294,141.069661641994,-30.3565538806647,-73.2131077613294,-116.069661641994,"2010.5","2010/05/31"
"103","City Managers Office","City Managers Office-311 Call Center-",2010,6,36,0,5,13.8888888888889,"City Managers Office City Managers Office-311 Call Center- 2010 6",12.6666666666667,1,44.0434850054871,56.7101516721538,100.753636677641,144.797121683128,-31.3768183388205,-75.4203033443076,-119.463788349795,"2010.6","2010/06/30"
"104","City Managers Office","City Managers Office-311 Call Center-",2010,7,60,0,2,3.33333333333333,"City Managers Office City Managers Office-311 Call Center- 2010 7",1.75,1,3.83394738388164,5.58394738388164,9.41789476776328,13.2518421516449,-2.08394738388164,-5.91789476776328,-9.75184215164492,"2010.7","2010/07/31"
"105","City Managers Office","City Managers Office-311 Call Center-",2010,8,64,0,2,3.125,"City Managers Office City Managers Office-311 Call Center- 2010 8",1.515625,0,4.59119995899678,6.10682495899678,10.6980249179936,15.2892248769903,-3.07557495899678,-7.66677491799357,-12.2579748769903,"2010.8","2010/08/31"
"106","City Managers Office","City Managers Office-311 Call Center-",2010,9,43,0,17,39.5348837209302,"City Managers Office City Managers Office-311 Call Center- 2010 9",3.83720930232558,1,7.6654146986819,11.5026240010075,19.1680386996894,26.8334533983713,-3.82820539635632,-11.4936200950382,-19.1590347937201,"2010.9","2010/09/30"
"107","City Managers Office","City Managers Office-311 Call Center-",2010,10,26,0,1,3.84615384615385,"City Managers Office City Managers Office-311 Call Center- 2010 10",1.65384615384615,1,1.83177089598689,3.48561704983304,5.31738794581993,7.14915884180683,-0.177924742140737,-2.00969563812763,-3.84146653411452,"2010.10","2010/10/31"
"108","City Managers Office","City Managers Office-311 Call Center-",2010,11,37,0,3,8.10810810810811,"City Managers Office City Managers Office-311 Call Center- 2010 11",1.08108108108108,0,1.8162595626173,2.89734064369839,4.71360020631569,6.52985976893299,-0.735178481536223,-2.55143804415353,-4.36769760677083,"2010.11","2010/11/30"
"109","City Managers Office","City Managers Office-311 Call Center-",2010,12,20,0,7,35,"City Managers Office City Managers Office-311 Call Center- 2010 12",2.15,1,3.09966042282733,5.24966042282733,8.34932084565466,11.448981268482,-0.949660422827331,-4.04932084565466,-7.14898126848199,"2010.12","2010/12/31"
"110","City Managers Office","City Managers Office-311 Call Center-",2011,1,33,0,15,45.4545454545455,"City Managers Office City Managers Office-311 Call Center- 2011 1",10.3030303030303,2,15.899066105602,26.2020964086323,42.1011625142343,58.0002286198364,-5.59603580257172,-21.4951019081737,-37.3941680137758,"2011.1","2011/01/31"
"111","City Managers Office","City Managers Office-311 Call Center-",2011,2,15,0,10,66.6666666666667,"City Managers Office City Managers Office-311 Call Center- 2011 2",11.6,5,11.8067777145164,23.4067777145164,35.2135554290327,47.0203331435491,-0.206777714516351,-12.0135554290327,-23.820333143549,"2011.2","2011/02/28"
"112","City Managers Office","City Managers Office-311 Call Center-",2011,3,103,0,2,1.94174757281553,"City Managers Office City Managers Office-311 Call Center- 2011 3",1.09708737864078,1,1.15906117440608,2.25614855304686,3.41520972745294,4.57427090185903,-0.0619737957653066,-1.22103497017139,-2.38009614457747,"2011.3","2011/03/31"
"113","City Managers Office","City Managers Office-311 Call Center-",2011,4,67,0,7,10.4477611940298,"City Managers Office City Managers Office-311 Call Center- 2011 4",1.98507462686567,1,3.11152567718812,5.09660030405379,8.20812598124191,11.31965165843,-1.12645105032245,-4.23797672751057,-7.34950240469869,"2011.4","2011/04/30"
"114","City Managers Office","City Managers Office-311 Call Center-",2011,5,91,0,1,1.0989010989011,"City Managers Office City Managers Office-311 Call Center- 2011 5",5.63736263736264,1,30.9172790535995,36.5546416909622,67.4719207445617,98.3891997981612,-25.2799164162369,-56.1971954698364,-87.114474523436,"2011.5","2011/05/31"
"115","City Managers Office","City Managers Office-311 Call Center-",2011,6,53,0,2,3.77358490566038,"City Managers Office City Managers Office-311 Call Center- 2011 6",0.867924528301887,1,0.809504498230877,1.67742902653276,2.48693352476364,3.29643802299452,0.0584200300710102,-0.751084468159867,-1.56058896639074,"2011.6","2011/06/30"
"116","City Managers Office","City Managers Office-311 Call Center-",2011,7,3,0,2,66.6666666666667,"City Managers Office City Managers Office-311 Call Center- 2011 7",80,58,68.6949779823824,148.694977982382,217.389955964765,286.084933947147,11.3050220176176,-57.3899559647648,-126.084933947147,"2011.7","2011/07/31"
"117","City Managers Office","City Managers Office-311 Call Center-",2011,8,24,0,12,50,"City Managers Office City Managers Office-311 Call Center- 2011 8",19.9583333333333,2.5,40.7670787541237,60.7254120874571,101.492490841581,142.259569595705,-20.8087454207904,-61.5758241749141,-102.342902929038,"2011.8","2011/08/31"
"118","City Managers Office","City Managers Office-311 Call Center-",2011,9,11,0,4,36.3636363636364,"City Managers Office City Managers Office-311 Call Center- 2011 9",15.2727272727273,2,32.7111323836119,47.9838596563392,80.694992039951,113.406124423563,-17.4384051108846,-50.1495374944965,-82.8606698781084,"2011.9","2011/09/30"
"119","City Managers Office","City Managers Office-311 Call Center-",2011,10,13,0,3,23.0769230769231,"City Managers Office City Managers Office-311 Call Center- 2011 10",1.61538461538462,1,2.21880078490092,3.83418540028553,6.05298618518645,8.27178697008737,-0.603416169516301,-2.82221695441722,-5.04101773931813,"2011.10","2011/10/31"
"120","City Managers Office","City Managers Office-311 Call Center-",2011,11,14,0,5,35.7142857142857,"City Managers Office City Managers Office-311 Call Center- 2011 11",12.8571428571429,3.5,17.141300295607,29.9984431527498,47.1397434483568,64.2810437439638,-4.28415743846412,-21.4254577340711,-38.5667580296781,"2011.11","2011/11/30"
"121","City Managers Office","City Managers Office-311 Call Center-",2011,12,12,0,3,25,"City Managers Office City Managers Office-311 Call Center- 2011 12",7.16666666666667,2,11.8921924986204,19.058859165287,30.9510516639074,42.8432441625278,-4.7255258319537,-16.6177183305741,-28.5099108291944,"2011.12","2011/12/31"
"122","City Managers Office","City Managers Office-311 Call Center-",2012,1,14,0,6,42.8571428571429,"City Managers Office City Managers Office-311 Call Center- 2012 1",4.28571428571429,1.5,4.59813626840888,8.88385055412317,13.481986822532,18.0801230909409,-0.312421982694595,-4.91055825110347,-9.50869451951236,"2012.1","2012/01/31"
"123","City Managers Office","City Managers Office-311 Call Center-",2012,2,24,0,12,50,"City Managers Office City Managers Office-311 Call Center- 2012 2",21.375,4.5,79.8584685553135,101.233468555314,181.091937110627,260.950405665941,-58.4834685553135,-138.341937110627,-218.200405665941,"2012.2","2012/02/29"
"124","City Managers Office","City Managers Office-311 Call Center-",2012,3,43,0,9,20.9302325581395,"City Managers Office City Managers Office-311 Call Center- 2012 3",1.48837209302326,1,2.21866640578412,3.70703849880738,5.9257049045915,8.14437131037563,-0.730294312760867,-2.94896071854499,-5.16762712432911,"2012.3","2012/03/31"
"125","City Managers Office","City Managers Office-311 Call Center-",2012,4,40,0,5,12.5,"City Managers Office City Managers Office-311 Call Center- 2012 4",2.725,0,7.47641591083554,10.2014159108355,17.6778318216711,25.1542477325066,-4.75141591083554,-12.2278318216711,-19.7042477325066,"2012.4","2012/04/30"
"126","City Managers Office","City Managers Office-311 Call Center-",2012,5,49,0,14,28.5714285714286,"City Managers Office City Managers Office-311 Call Center- 2012 5",1.61224489795918,0,2.4901165177776,4.10236141573678,6.59247793351438,9.08259445129198,-0.877871619818417,-3.36798813759602,-5.85810465537362,"2012.5","2012/05/31"
"127","City Managers Office","City Managers Office-311 Call Center-",2012,6,57,0,4,7.01754385964912,"City Managers Office City Managers Office-311 Call Center- 2012 6",0.842105263157895,0,2.01591412873567,2.85801939189356,4.87393352062923,6.8898476493649,-1.17380886557777,-3.18972299431344,-5.20563712304911,"2012.6","2012/06/30"
"128","City Managers Office","City Managers Office-311 Call Center-",2012,7,27,0,2,7.40740740740741,"City Managers Office City Managers Office-311 Call Center- 2012 7",1.62962962962963,1,3.40980653802831,5.03943616765794,8.44924270568625,11.8590492437146,-1.78017690839868,-5.18998344642699,-8.59978998445531,"2012.7","2012/07/31"
"129","City Managers Office","City Managers Office-311 Call Center-",2012,8,15,0,4,26.6666666666667,"City Managers Office City Managers Office-311 Call Center- 2012 8",2.26666666666667,1,3.05816627284733,5.324832939514,8.38299921236133,11.4411654852087,-0.791499606180667,-3.849665879028,-6.90783215187533,"2012.8","2012/08/31"
"130","City Managers Office","City Managers Office-311 Call Center-",2012,9,12,0,2,16.6666666666667,"City Managers Office City Managers Office-311 Call Center- 2012 9",1.41666666666667,1,1.31137217055151,2.72803883721817,4.03941100776968,5.35078317832119,0.10529449611516,-1.20607767443635,-2.51744984498785,"2012.9","2012/09/30"
"131","City Managers Office","City Managers Office-311 Call Center-",2012,10,33,0,10,30.3030303030303,"City Managers Office City Managers Office-311 Call Center- 2012 10",2.84848484848485,2,3.03233833164701,5.88082318013186,8.91316151177887,11.9454998434259,-0.18385348316216,-3.21619181480917,-6.24853014645618,"2012.10","2012/10/31"
"132","City Managers Office","City Managers Office-311 Call Center-",2012,11,25,0,12,48,"City Managers Office City Managers Office-311 Call Center- 2012 11",4.4,3,4.87339717240448,9.27339717240448,14.146794344809,19.0201915172134,-0.473397172404481,-5.34679434480896,-10.2201915172134,"2012.11","2012/11/30"
"133","City Managers Office","City Managers Office-311 Call Center-",2012,12,21,0,9,42.8571428571429,"City Managers Office City Managers Office-311 Call Center- 2012 12",4.42857142857143,3,4.51188905638679,8.94046048495822,13.452349541345,17.9642385977318,-0.0833176278153589,-4.59520668420215,-9.10709574058893,"2012.12","2012/12/31"
"134","City Managers Office","City Managers Office-311 Call Center-",2013,1,17,0,7,41.1764705882353,"City Managers Office City Managers Office-311 Call Center- 2013 1",3.41176470588235,2,5.18481947045184,8.59658417633419,13.781403646786,18.9662231172379,-1.77305476456948,-6.95787423502132,-12.1426937054732,"2013.1","2013/01/31"
"135","City Managers Office","City Managers Office-311 Call Center-",2013,2,28,0,10,35.7142857142857,"City Managers Office City Managers Office-311 Call Center- 2013 2",3.46428571428571,2,4.21181884575037,7.67610456003609,11.8879234057865,16.0997422515368,-0.747533131464657,-4.95935197721503,-9.1711708229654,"2013.2","2013/02/28"
"136","City Managers Office","City Managers Office-311 Call Center-",2013,3,44,0,13,29.5454545454545,"City Managers Office City Managers Office-311 Call Center- 2013 3",2.15909090909091,1,2.20931623451725,4.36840714360816,6.57772337812541,8.78703961264266,-0.0502253254263407,-2.25954155994359,-4.46885779446084,"2013.3","2013/03/31"
"137","City Managers Office","City Managers Office-311 Call Center-",2013,4,37,0,10,27.027027027027,"City Managers Office City Managers Office-311 Call Center- 2013 4",2.40540540540541,1,3.67014576958055,6.07555117498595,9.7456969445665,13.415842714147,-1.26474036417514,-4.93488613375569,-8.60503190333623,"2013.4","2013/04/30"
"138","City Managers Office","City Managers Office-311 Call Center-",2013,5,52,0,3,5.76923076923077,"City Managers Office City Managers Office-311 Call Center- 2013 5",3.42307692307692,1,17.3288223623117,20.7518992853887,38.0807216477004,55.4095440100121,-13.9057454392348,-31.2345678015465,-48.5633901638583,"2013.5","2013/05/31"
"139","City Managers Office","City Managers Office-311 Call Center-",2013,6,59,0,1,1.69491525423729,"City Managers Office City Managers Office-311 Call Center- 2013 6",1.32203389830508,1,1.52497233401814,2.84700623232323,4.37197856634137,5.89695090035952,-0.20293843571306,-1.7279107697312,-3.25288310374935,"2013.6","2013/06/30"
"140","City Managers Office","City Managers Office-311 Call Center-",2013,7,49,0,6,12.2448979591837,"City Managers Office City Managers Office-311 Call Center- 2013 7",3.28571428571429,1,8.7844559687363,12.0701702544506,20.8546262231869,29.6390821919232,-5.49874168302201,-14.2831976517583,-23.0676536204946,"2013.7","2013/07/31"
"141","City Managers Office","City Managers Office-311 Call Center-",2013,8,35,0,12,34.2857142857143,"City Managers Office City Managers Office-311 Call Center- 2013 8",2.97142857142857,1,6.60875406200752,9.58018263343609,16.1889366954436,22.7976907574511,-3.63732549057894,-10.2460795525865,-16.854833614594,"2013.8","2013/08/31"
"142","City Managers Office","City Managers Office-311 Call Center-",2013,9,58,0,13,22.4137931034483,"City Managers Office City Managers Office-311 Call Center- 2013 9",5.79310344827586,1,15.066820315188,20.8599237634639,35.926744078652,50.99356439384,-9.27371686691218,-24.3405371821002,-39.4073574972883,"2013.9","2013/09/30"
"143","City Managers Office","City Managers Office-311 Call Center-",2013,10,41,0,15,36.5853658536585,"City Managers Office City Managers Office-311 Call Center- 2013 10",2.65853658536585,2,2.6796432234307,5.33817980879655,8.01782303222724,10.6974662556579,-0.0211066380648415,-2.70074986149554,-5.38039308492623,"2013.10","2013/10/31"
"144","City Managers Office","City Managers Office-311 Call Center-",2013,11,11,0,4,36.3636363636364,"City Managers Office City Managers Office-311 Call Center- 2013 11",3.36363636363636,2,4.41073071662117,7.77436708025753,12.1850977968787,16.5958285134999,-1.0470943529848,-5.45782506960597,-9.86855578622713,"2013.11","2013/11/30"
"145","City Managers Office","City Managers Office-311 Call Center-",2013,12,26,0,1,3.84615384615385,"City Managers Office City Managers Office-311 Call Center- 2013 12",0.846153846153846,0,2.09174200497686,2.93789585113071,5.02963785610757,7.12137986108443,-1.24558815882301,-3.33733016379987,-5.42907216877674,"2013.12","2013/12/31"
"146","City Managers Office","City Managers Office-311 Call Center-",2014,1,17,0,0,0,"City Managers Office City Managers Office-311 Call Center- 2014 1",2.17647058823529,1,5.08963768501314,7.26610827324843,12.3557459582616,17.4453836432747,-2.91316709677784,-8.00280478179098,-13.0924424668041,"2014.1","2014/01/31"
"147","City Managers Office","City Managers Office-311 Call Center-",2014,2,24,0,4,16.6666666666667,"City Managers Office City Managers Office-311 Call Center- 2014 2",1.58333333333333,1,1.61290088826385,3.19623422159718,4.80913510986104,6.42203599812489,-0.0295675549305177,-1.64246844319437,-3.25536933145822,"2014.2","2014/02/28"
"148","City Managers Office","City Managers Office-311 Call Center-",2014,3,7,0,1,14.2857142857143,"City Managers Office City Managers Office-311 Call Center- 2014 3",1,1,1.15470053837925,2.15470053837925,3.3094010767585,4.46410161513775,-0.154700538379251,-1.3094010767585,-2.46410161513775,"2014.3","2014/03/31"
"149","City Managers Office","City Managers Office-311 Call Center-",2014,4,23,0,4,17.3913043478261,"City Managers Office City Managers Office-311 Call Center- 2014 4",2.34782608695652,1,5.70971019525807,8.0575362822146,13.7672464774727,19.4769566727307,-3.36188410830155,-9.07159430355962,-14.7813044988177,"2014.4","2014/04/30"
"150","City Managers Office","City Managers Office-311 Call Center-",2014,5,23,0,3,13.0434782608696,"City Managers Office City Managers Office-311 Call Center- 2014 5",1.08695652173913,0,1.62125213894191,2.70820866068104,4.32946079962295,5.95071293856486,-0.534295617202779,-2.15554775614469,-3.7767998950866,"2014.5","2014/05/31"
"151","City Managers Office","City Managers Office-311 Call Center-",2014,6,24,0,6,25,"City Managers Office City Managers Office-311 Call Center- 2014 6",1.70833333333333,1,2.11576210273327,3.82409543606661,5.93985753879988,8.05561964153315,-0.407428769399939,-2.52319087213321,-4.63895297486649,"2014.6","2014/06/30"
"152","City Managers Office","City Managers Office-311 Call Center-",2014,7,33,0,7,21.2121212121212,"City Managers Office City Managers Office-311 Call Center- 2014 7",4.18181818181818,1,13.4384117026868,17.620229884505,31.0586415871917,44.4970532898785,-9.2565935208686,-22.6950052235554,-36.1334169262422,"2014.7","2014/07/31"
"153","City Managers Office","City Managers Office-311 Call Center-",2014,8,23,0,4,17.3913043478261,"City Managers Office City Managers Office-311 Call Center- 2014 8",1.91304347826087,1,3.17537461609952,5.08841809436039,8.26379271045991,11.4391673265594,-1.26233113783865,-4.43770575393817,-7.61308037003769,"2014.8","2014/08/31"
"154","City Managers Office","City Managers Office-311 Call Center-",2014,9,23,0,2,8.69565217391304,"City Managers Office City Managers Office-311 Call Center- 2014 9",0.608695652173913,0,0.98807114368361,1.59676679585752,2.58483793954113,3.57290908322474,-0.379375491509697,-1.36744663519331,-2.35551777887692,"2014.9","2014/09/30"
"155","City Managers Office","City Managers Office-311 Call Center-",2014,10,24,0,0,0,"City Managers Office City Managers Office-311 Call Center- 2014 10",0.791666666666667,0,1.41357292199487,2.20523958866153,3.6188125106564,5.03238543265126,-0.621906255328199,-2.03547917732307,-3.44905209931793,"2014.10","2014/10/31"
"156","City Managers Office","City Managers Office-311 Call Center-",2014,11,21,0,0,0,"City Managers Office City Managers Office-311 Call Center- 2014 11",0.285714285714286,0,0.783763812819726,1.06947809853401,1.85324191135374,2.63700572417346,-0.49804952710544,-1.28181333992517,-2.06557715274489,"2014.11","2014/11/30"
"157","City Managers Office","City Managers Office-311 Call Center-",2014,12,19,0,4,21.0526315789474,"City Managers Office City Managers Office-311 Call Center- 2014 12",0.736842105263158,0,1.55785127171862,2.29469337698178,3.8525446487004,5.41039592041902,-0.821009166455462,-2.37886043817408,-3.9367117098927,"2014.12","2014/12/31"
"158","City Managers Office","City Managers Office-311 Call Center-",2015,1,34,0,8,23.5294117647059,"City Managers Office City Managers Office-311 Call Center- 2015 1",2.02941176470588,0,3.21441162076922,5.2438233854751,8.45823500624432,11.6726466270135,-1.18499985606334,-4.39941147683256,-7.61382309760177,"2015.1","2015/01/31"
